,Number,Address,Latitude and Longitude,Capacity
101,68350,탑프라 태양광발전소,충북 음성군 맹동면,1.1169
102,62536,태광쏠라괴산태양광,충북 괴산군 감물면,1.0
103,55974,그린1 태양광발전소,충북 청주시 청원구 북이면,1.3967200000000002
104,56441,오창저수지 수상2호태양광발전기,충북 청주시 청원구,2.50648
105,63053,태양전기종묘태양광,충북 청주시 흥덕구,0.099
106,13425,티에스솔루션태양광,충북 옥천군 청산면,0.996
107,4717,팜스코태양광#3,충북 증평군 도안면,2.496
108,56411,괴산군조합공동법인 태양광,충북 괴산군 문광면,0.416
109,901,광일태양광,충북 제천시 봉양읍,1.99872
110,1078,골드파크태양광,충북 청주시 청원구,0.09792
111,1940,엠아이씨태양광,충북 청주시 상당구,1.99584
112,56234,엘케이에너지태양광,충북 청주시 상당구,1.99584
113,41377,엘림태양광,충북 괴산군 청천면,0.99693
114,65010,하나태양광,충북 충주시 금가면,0.0994
115,57260,보은2호 발전소,충북 보은군 수한면,0.19404
116,56212,에스엠이2호 태양광,충북 영동군 영동읍,1.99728
117,56205,에스에이치태양광발전소,충북 보은군 산외면,1.9584
118,7934,사곡태양광b,충북 진천군 이월면,2.106
119,61569,W-SCOPE 2공장 태양광발전소,충북 청주시 청원구,0.61758
120,65559,적암2호태양광,충북 보은군 마로면,0.8
