,Number,Address,Latitude and Longitude,Capacity
99,12429,영동화력태양광,강원 강릉시 강동면,1.065
100,56351,금광태양광,강원 강릉시 사천면,0.99792
101,1293,디에스태양광3호,강원 철원군 갈말읍,0.97236
102,56016,디에스태양광5호,강원 철원군 갈말읍,0.97236
103,12476,영월 철도부지 태양광,강원 영월군 영월읍,1.1907
104,12496,영월복합태양광#1,강원 영월군,0.055
105,4619,디에스태양광6호,강원 인제군 기린면,0.99234
106,56012,백운태양광발전소,강원 평창군 봉평면,2.47248
107,4600,간성흘리에코태양광,강원 고성군 간성읍,0.98892
108,49177,율이서태양광,강원 철원군 율이리,0.996
109,64786,제일솔라1호태양광,강원 강릉시 사천면,0.4896
110,65870,백산태양광발전기,강원 태백시 백산동,0.996
111,1408,백광영월태양광,강원 영월군 문곡리,0.996
112,1407,백광영월신재생,강원 영월군 문곡리,0.998
113,61397,춘천태양광,강원 춘천시 송암동,2.898
114,68062,춘천정비부대태양광#2,강원 춘천시 신동면,0.418
115,68064,춘천정비부대태양광#1,강원 춘천시 신동면,0.501
116,24268,배두둑 태양광,강원 평창군 대화면,0.09747
117,15394,대선태양광발전소,강원 원주시 소초면,0.8812
118,260,방동태양광,강원 삼척시 하장면,2.7922
119,61389,춘천MBC태양광,강원 춘천시 수변공원길,1.494
120,56393,최강일태양광,강원 영월군 상동읍,2.00124
121,49176,율이동태양광,강원 철원군 철원읍,0.996
122,2122,율이리태양광,강원 철원군 철원읍,2.03904
123,28465,삼척태양광,강원 삼척시 근덕면,2.2032
124,64774,피브이플랜트6호,강원 횡성군 갑천면,0.8987200000000001
125,2318,준규솔라태양광,강원 홍천군 내면,3.00352
126,4627,현대인구리태양광발전소,강원 양양군 현남면,2.0169
127,35594,순자태양광발전소,강원 영월군 남면,0.09928
128,35108,황지태양광,강원 태백시,0.048
129,1203,덕원영월태양광,강원 영월군 문곡리,0.998
130,33505,소매곡리태양광,강원 홍천군 북방면,0.3429999999999999
131,56155,SW1 태양광 발전기,강원 홍천군 내면,2.29383
132,36308,동그라미태양광,강원 삼척시 하장면,0.98728
133,38546,썬플러스 7호,강원 고성군 토성면,1.4976
134,29655,서강2호 태양광,강원 강릉시 강동면,0.49932
135,56113,서강3호 태양광,강원 강릉시 강동면,0.49932
136,56207,자등2태양광발전소,강원 철원군 서면,0.49896
137,56408,kt원주연수원 태양광,강원 원주시 행구덕현길,0.3216
138,29656,서강레미콘 태양광,강원 강릉시 강동면,0.2964
139,7928,도마리1호태양광,강원 강릉시 왕산면,2.106
140,328,(유)선그린태백5호,강원도 태백시 통동,0.8532
141,18280,동해바이오화력본부 태양광,강원도 동해시,1.992
142,2191,자혜태양광,강원 양구군 해안면,0.99495
143,18270,동해시하수종말처리장태양광,강원 동해시 공단1로,2.417
144,4083,SD에너지태양광,강원 인제군 인제읍,1.4994
145,4202,SKY 태양광,강원 강릉시 강동면,0.29784
146,56309,이에스파워1호,강원 정선군 북평면,2.74752
147,38687,씨그마렌텍2영월태양광,강원 영월군 남면,1.76679
148,38688,씨그마렌텍3원주태양광,강원 원주시 호저면,2.38734
149,56449,화암태양광발전소 10호기,강원 정선군 화암면,0.0992
150,28494,삼포태양광발전소,강원도 춘천시 신동면,0.0992
151,56208,자등1태양광발전소,강원 철원군 서면,0.49896
152,787,가곡솔라태양광,강원 삼척시 가곡면,0.99756
153,56310,이에쓰태양광,강원 고성군 거진읍,1.423
154,355,솔라파크원주태양광,강원 원주시 부론면,1.91808
155,31483,섬진2호태양광,강원 평창군 평창읍,0.4788
156,5695,현천리태양광,강원 횡성군 둔내면,0.80512
157,1524,삼호태양광발전,강원 삼척시 원덕읍,2.001
