,Number,Address,Latitude and Longitude,Capacity
235,426,에너지랜드태양광,전남 무안군 운남면,0.999
236,427,에너지레이크태양광,전남 곡성군 오산면,0.3989999999999999
237,428,에너지월드태양광,전남 해남군 송지면,0.999
238,430,에너지팜태양광,전남 무안군 운남면,0.999
239,2604,포에이스태양광,전남 해남군 문내면,2.0
240,64278,포스코광양태양광,전남 광양시 금호동,1.0
241,1831,양지태양광b,전남 강진군 군동면,0.652049
242,62782,태성1호태양광,전남 고흥군 동강면,0.0988
243,40937,에스피솔라영광태양광,전남 영광군 대마면,0.45
244,40938,에스피솔라장성태양광,전남 장성군 삼서면,1.305
245,42836,영운 태양광,전남 광양시 진월면,0.0988
246,471,영원솔라에너지태양광,전남 구례군 마산면,0.5
247,2474,코너지해남태양광,전남 해남군 해남읍,1.2
248,2462,케이에스피태양광,전남 순천시 별량면,0.999
249,2459,케이에스쏠라태양광,전남 영암군 삼호읍,0.82215
250,474,영지솔라태양광,전남 해남군 송지면,1.75
251,56251,예다움태양광발전소,전남 해남군 북일면,0.4007699999999999
252,2438,초포솔라2호태양광,전남 해남군 황산면,0.73787
253,2437,초포솔라1호태양광,전남 해남군 황산면,2.919525
254,42762,영암테크노태양광#2,전남 영암군 삼호읍,0.7170000000000001
255,43899,오복삼 태양광발전소,전남 고흥군 풍양면,0.49248
256,60766,청정태양광발전기,전남 순천시 별량면,0.95046
257,60595,청암태양광,전남 해남군 황산면,0.6990000000000001
258,56387,청명해태양광발전기,전남 장흥군 장흥읍,1.89088
259,2002,옥산이엔지태양광,전남 곡성군 겸면,0.99
260,44631,온누리나주태양광,전남 나주시 공산면,1.8
261,44734,온스타1호태양광발전기,전남 순천시 서면,0.499275
262,56385,청명해3호 태양광발전기,전남 장흥군 안양면,0.3482099999999999
263,56386,청명해2호 태양광발전기,전남 장흥군 안양면,0.74898
264,60192,청강영광태양광,전남 영광군 군남면,0.3
265,48700,오솔라에너지발전기,전남 순천시 석현동,0.49536
266,56136,외입3호태양광,전남 해남군 황산면,2.69626
267,62101,코리아에너지발전소8호기,전남 영광군 군서면,0.063375
268,42739,영암군대불하수태양광#2,전남 영암군 삼호읍,0.2387
269,56420,태곡태양광,전남 해남군 송지면,0.99864
270,447,에이에프영암태양광,전남 영암군 삼호읍,0.992
