,Number,Address,Latitude and Longitude,Capacity
106,26955,제1비케이에너지,전남 곡성군 삼기면,0.5736
107,49436,은성에너지태양광,전남 화순군 북면,0.995
108,559,정현에너지1호태양광,전남 순천시 석현동,0.49536
109,48707,은진태양광,전남 순천시 석현동,0.49536
110,13452,정도태양광,전남 함평군 손불면,0.79
111,53258,재희영암태양광,전남 영암군 시종면,0.998
112,2023,용방해남태양광,전남 해남군 산이면,0.9
113,56118,테크노파크 영암 발전소,전남 영암군 삼호읍,0.4966399999999999
114,56117,테크노파크 순천 본관동 2호 발전소,전남 순천시 해룡면,0.4966399999999999
115,56116,테크노파크 순천 본관동 1호 발전소,전남 순천시 해룡면,0.4966399999999999
116,40689,에스에이치태양광,전남 해남군 황산면,0.6990000000000001
117,1883,에스엘영암태양광,전남 영암군 신북면,0.296
118,56115,테크노파크 목포 본관동 발전소,전남 목포시 대양로,0.45056
119,56114,테크노파크 목포 공장동 발전소,전남 목포시 대양로,0.46592
120,63254,태인강진태양광,전남 강진군 칠량면,0.47
121,42376,태인1호태양광,전남 무안군 무안읍,2.903
122,440,에스제이에너지태양광,전남 순천시 석현동,0.49536
123,2343,에스태양광#1,전남 해남군 황산면,0.62937
124,2344,에스태양광#2,전남 해남군 황산면,0.62937
125,2345,에스태양광#3,전남 해남군 황산면,0.59535
126,40582,에스디엔광주태양광,전남,0.999
127,65729,학산태양광,전남 함평군 손불면,0.7
128,2632,하정솔라태양광,전남 완도군 노화읍,1.3
129,39507,안좌신안존포태양광#1,전남 신안군 존포리,0.1969999999999999
130,39508,안좌신안존포태양광#2,전남 신안군 존포리,0.1969999999999999
131,39571,알에이보성태양광,전남 보성군 보성읍,0.3
132,640,태양광시열,전남 해남군 황산면,0.6990000000000001
133,64997,하나에너지장흥태양광,전남 장흥군 대덕읍,1.0
134,64851,필정태양광,전남 화순군 북면,0.995
135,427,에너지레이크태양광,전남 곡성군 오산면,0.3989999999999999
136,64278,포스코광양태양광,전남 광양시 금호동,1.0
137,1831,양지태양광b,전남 강진군 군동면,0.652049
138,62782,태성1호태양광,전남 고흥군 동강면,0.0988
139,40937,에스피솔라영광태양광,전남 영광군 대마면,0.45
140,40938,에스피솔라장성태양광,전남 장성군 삼서면,1.305
141,471,영원솔라에너지태양광,전남 구례군 마산면,0.5
142,2474,코너지해남태양광,전남 해남군 해남읍,1.2
143,2462,케이에스피태양광,전남 순천시 별량면,0.999
144,2459,케이에스쏠라태양광,전남 영암군 삼호읍,0.82215
145,474,영지솔라태양광,전남 해남군 송지면,1.75
146,56251,예다움태양광발전소,전남 해남군 북일면,0.4007699999999999
147,42762,영암테크노태양광#2,전남 영암군 삼호읍,0.7170000000000001
148,60595,청암태양광,전남 해남군 황산면,0.6990000000000001
149,56387,청명해태양광발전기,전남 장흥군 장흥읍,1.89088
150,2002,옥산이엔지태양광,전남 곡성군 겸면,0.99
151,44631,온누리나주태양광,전남 나주시 공산면,1.8
152,56385,청명해3호 태양광발전기,전남 장흥군 안양면,0.3482099999999999
153,56386,청명해2호 태양광발전기,전남 장흥군 안양면,0.74898
154,60192,청강영광태양광,전남 영광군 군남면,0.3
155,48700,오솔라에너지발전기,전남 순천시 석현동,0.49536
156,42739,영암군대불하수태양광#2,전남 영암군 삼호읍,0.2387
157,447,에이에프영암태양광,전남 영암군 삼호읍,0.992
