,Number,Address,Latitude and Longitude,Capacity
103,634,클린에코에너지태양광,경남 사천시 서포면,0.4
104,48690,티에스태양광발전소,경남 남해군 남면,1.48392
105,63004,태양산업발전기,경남 양산시 상북면,0.3024
106,19537,드림라인쏠라파워5호 태양광,경남 의령군 용덕면,1.60083
107,4659,에스비솔라태양광,경남 창원시 진해구,1.4512200000000002
108,29771,서대태양광,경남 남해군 창선면,0.49932
109,841,위천2호햇빛발전소,경남 거창군 위천면,0.49446
110,27154,빛사랑태양광,경남 하동군 북천면,0.498225
111,56218,평산태양광,경남 남해군 남면,2.57652
112,38035,쌍백태양광,경남 합천군 쌍백면,2.004
113,27555,사천미래태양광,경남 사천시 곤양면,0.8690000000000001
114,906,광호태양광,경남 함양군 백전면,1.4688
